UID,Base,Points,FullCode
95,12,10,C0095012010
96,12,10,C0096012010
97,12,10,C0097012010
98,12,10,C0098012010
99,12,10,C0099012010
100,12,10,C0100012010
101,12,10,C0101012010
102,12,10,C0102012010
103,12,10,C0103012010
104,12,10,C0104012010
105,12,10,C0105012010
106,12,10,C0106012010
107,12,10,C0107012010
108,12,10,C0108012010
109,12,10,C0109012010
110,12,10,C0110012010
111,12,10,C0111012010
112,12,10,C0112012010
113,12,10,C0113012010
114,12,10,C0114012010
115,12,10,C0115012010
116,12,10,C0116012010
117,12,10,C0117012010
118,12,10,C0118012010
119,12,10,C0119012010
120,12,10,C0120012010
121,12,10,C0121012010
122,12,10,C0122012010
123,12,10,C0123012010
124,12,10,C0124012010
125,12,10,C0125012010
126,12,10,C0126012010
127,12,10,C0127012010
128,12,10,C0128012010
129,12,10,C0129012010
130,12,10,C0130012010
131,12,10,C0131012010
132,12,10,C0132012010
133,12,10,C0133012010
134,12,10,C0134012010
135,12,10,C0135012010
136,12,10,C0136012010
137,12,10,C0137012010
138,12,10,C0138012010
139,12,10,C0139012010
140,12,10,C0140012010
1,12,20,C0001012020
2,12,20,C0002012020
3,12,20,C0003012020
4,12,20,C0004012020
5,12,20,C0005012020
6,12,20,C0006012020
7,12,20,C0007012020
8,12,20,C0008012020
9,12,20,C0009012020
10,12,20,C0010012020
11,12,20,C0011012020
12,12,20,C0012012020
13,12,20,C0013012020
14,12,20,C0014012020
15,12,20,C0015012020
16,12,20,C0016012020
17,12,20,C0017012020
18,12,20,C0018012020
19,12,20,C0019012020
20,12,20,C0020012020
21,12,20,C0021012020
22,12,20,C0022012020
23,12,20,C0023012020
24,12,20,C0024012020
25,12,20,C0025012020
26,12,20,C0026012020
27,12,20,C0027012020
28,12,20,C0028012020
29,12,20,C0029012020
30,12,20,C0030012020
31,12,20,C0031012020
32,12,20,C0032012020
33,12,20,C0033012020
34,12,20,C0034012020
35,12,20,C0035012020
36,12,20,C0036012020
37,12,20,C0037012020
38,12,20,C0038012020
39,12,20,C0039012020
40,12,20,C0040012020
41,12,20,C0041012020
42,12,20,C0042012020
43,12,20,C0043012020
44,12,20,C0044012020
45,12,20,C0045012020
46,12,20,C0046012020
47,12,20,C0047012020
48,12,20,C0048012020
49,12,20,C0049012020
50,12,20,C0050012020
51,12,20,C0051012020
52,12,20,C0052012020
53,12,20,C0053012020
54,12,20,C0054012020
55,12,20,C0055012020
56,12,20,C0056012020
57,12,20,C0057012020
58,12,20,C0058012020
59,12,20,C0059012020
60,12,20,C0060012020
61,12,20,C0061012020
62,12,20,C0062012020
63,12,20,C0063012020
64,12,20,C0064012020
65,12,20,C0065012020
66,12,20,C0066012020
67,12,20,C0067012020
68,12,20,C0068012020
69,12,20,C0069012020
70,12,20,C0070012020
71,12,20,C0071012020
72,12,20,C0072012020
73,12,20,C0073012020
74,12,20,C0074012020
75,12,20,C0075012020
76,12,20,C0076012020
77,12,20,C0077012020
78,12,20,C0078012020
79,12,20,C0079012020
80,12,20,C0080012020
81,12,20,C0081012020
82,12,20,C0082012020
83,12,20,C0083012020
84,12,20,C0084012020
85,12,20,C0085012020
86,12,20,C0086012020
87,12,20,C0087012020
88,12,20,C0088012020
89,12,20,C0089012020
90,12,20,C0090012020
91,12,20,C0091012020
92,12,20,C0092012020
93,12,20,C0093012020
94,12,20,C0094012020
95,12,20,C0095012020
96,12,20,C0096012020
97,12,20,C0097012020
98,12,20,C0098012020
99,12,20,C0099012020
100,12,20,C0100012020
101,12,20,C0101012020
102,12,20,C0102012020
103,12,20,C0103012020
104,12,20,C0104012020
105,12,20,C0105012020
106,12,20,C0106012020
107,12,20,C0107012020
108,12,20,C0108012020
109,12,20,C0109012020
110,12,20,C0110012020
111,12,20,C0111012020
112,12,20,C0112012020
113,12,20,C0113012020
114,12,20,C0114012020
115,12,20,C0115012020
116,12,20,C0116012020
117,12,20,C0117012020
118,12,20,C0118012020
119,12,20,C0119012020
120,12,20,C0120012020
121,12,20,C0121012020
122,12,20,C0122012020
123,12,20,C0123012020
124,12,20,C0124012020
125,12,20,C0125012020
126,12,20,C0126012020
127,12,20,C0127012020
128,12,20,C0128012020
129,12,20,C0129012020
130,12,20,C0130012020
131,12,20,C0131012020
132,12,20,C0132012020
133,12,20,C0133012020
134,12,20,C0134012020
135,12,20,C0135012020
136,12,20,C0136012020
137,12,20,C0137012020
138,12,20,C0138012020
139,12,20,C0139012020
140,12,20,C0140012020
1,13,10,C0001013010
2,13,10,C0002013010
3,13,10,C0003013010
4,13,10,C0004013010
5,13,10,C0005013010
6,13,10,C0006013010
7,13,10,C0007013010
8,13,10,C0008013010
9,13,10,C0009013010
10,13,10,C0010013010
11,13,10,C0011013010
12,13,10,C0012013010
13,13,10,C0013013010
14,13,10,C0014013010
15,13,10,C0015013010
16,13,10,C0016013010
17,13,10,C0017013010
18,13,10,C0018013010
19,13,10,C0019013010
20,13,10,C0020013010
21,13,10,C0021013010
22,13,10,C0022013010
23,13,10,C0023013010
24,13,10,C0024013010
25,13,10,C0025013010
26,13,10,C0026013010
27,13,10,C0027013010
28,13,10,C0028013010
29,13,10,C0029013010
30,13,10,C0030013010
31,13,10,C0031013010
32,13,10,C0032013010
33,13,10,C0033013010
34,13,10,C0034013010
35,13,10,C0035013010
36,13,10,C0036013010
37,13,10,C0037013010
38,13,10,C0038013010
39,13,10,C0039013010
40,13,10,C0040013010
41,13,10,C0041013010
42,13,10,C0042013010
43,13,10,C0043013010
44,13,10,C0044013010
45,13,10,C0045013010
46,13,10,C0046013010
47,13,10,C0047013010
48,13,10,C0048013010
49,13,10,C0049013010
50,13,10,C0050013010
51,13,10,C0051013010
52,13,10,C0052013010
53,13,10,C0053013010
54,13,10,C0054013010
55,13,10,C0055013010
56,13,10,C0056013010
57,13,10,C0057013010
58,13,10,C0058013010
59,13,10,C0059013010
60,13,10,C0060013010
61,13,10,C0061013010
62,13,10,C0062013010
63,13,10,C0063013010
64,13,10,C0064013010
65,13,10,C0065013010
66,13,10,C0066013010
67,13,10,C0067013010
68,13,10,C0068013010
69,13,10,C0069013010
70,13,10,C0070013010
71,13,10,C0071013010
72,13,10,C0072013010
73,13,10,C0073013010
74,13,10,C0074013010
75,13,10,C0075013010
76,13,10,C0076013010
77,13,10,C0077013010
78,13,10,C0078013010
79,13,10,C0079013010
80,13,10,C0080013010
81,13,10,C0081013010
82,13,10,C0082013010
83,13,10,C0083013010
84,13,10,C0084013010
85,13,10,C0085013010
86,13,10,C0086013010
87,13,10,C0087013010
88,13,10,C0088013010
89,13,10,C0089013010
90,13,10,C0090013010
91,13,10,C0091013010
92,13,10,C0092013010
93,13,10,C0093013010
94,13,10,C0094013010
95,13,10,C0095013010
96,13,10,C0096013010
97,13,10,C0097013010
98,13,10,C0098013010
99,13,10,C0099013010
100,13,10,C0100013010
101,13,10,C0101013010
102,13,10,C0102013010
103,13,10,C0103013010
104,13,10,C0104013010
105,13,10,C0105013010
106,13,10,C0106013010
107,13,10,C0107013010
108,13,10,C0108013010
109,13,10,C0109013010
110,13,10,C0110013010
111,13,10,C0111013010
112,13,10,C0112013010
113,13,10,C0113013010
114,13,10,C0114013010
115,13,10,C0115013010
116,13,10,C0116013010
117,13,10,C0117013010
118,13,10,C0118013010
119,13,10,C0119013010
120,13,10,C0120013010
121,13,10,C0121013010
122,13,10,C0122013010
123,13,10,C0123013010
124,13,10,C0124013010
125,13,10,C0125013010
126,13,10,C0126013010
127,13,10,C0127013010
128,13,10,C0128013010
129,13,10,C0129013010
130,13,10,C0130013010
131,13,10,C0131013010
132,13,10,C0132013010
133,13,10,C0133013010
134,13,10,C0134013010
135,13,10,C0135013010
136,13,10,C0136013010
137,13,10,C0137013010
138,13,10,C0138013010
139,13,10,C0139013010
140,13,10,C0140013010
1,13,20,C0001013020
2,13,20,C0002013020
3,13,20,C0003013020
4,13,20,C0004013020
5,13,20,C0005013020
6,13,20,C0006013020
7,13,20,C0007013020
8,13,20,C0008013020
9,13,20,C0009013020
10,13,20,C0010013020
11,13,20,C0011013020
12,13,20,C0012013020
13,13,20,C0013013020
14,13,20,C0014013020
15,13,20,C0015013020
16,13,20,C0016013020
17,13,20,C0017013020
18,13,20,C0018013020
19,13,20,C0019013020
20,13,20,C0020013020
21,13,20,C0021013020
22,13,20,C0022013020
23,13,20,C0023013020
24,13,20,C0024013020
25,13,20,C0025013020
26,13,20,C0026013020
27,13,20,C0027013020
28,13,20,C0028013020
29,13,20,C0029013020
30,13,20,C0030013020
31,13,20,C0031013020
32,13,20,C0032013020
33,13,20,C0033013020
34,13,20,C0034013020
35,13,20,C0035013020
36,13,20,C0036013020
37,13,20,C0037013020
38,13,20,C0038013020
39,13,20,C0039013020
40,13,20,C0040013020
41,13,20,C0041013020
42,13,20,C0042013020
43,13,20,C0043013020
44,13,20,C0044013020
45,13,20,C0045013020
46,13,20,C0046013020
47,13,20,C0047013020
48,13,20,C0048013020
49,13,20,C0049013020
50,13,20,C0050013020
51,13,20,C0051013020
52,13,20,C0052013020
53,13,20,C0053013020
54,13,20,C0054013020
55,13,20,C0055013020
56,13,20,C0056013020
57,13,20,C0057013020
58,13,20,C0058013020
59,13,20,C0059013020
60,13,20,C0060013020
61,13,20,C0061013020
62,13,20,C0062013020
63,13,20,C0063013020
64,13,20,C0064013020
65,13,20,C0065013020
66,13,20,C0066013020
67,13,20,C0067013020
68,13,20,C0068013020
69,13,20,C0069013020
70,13,20,C0070013020
71,13,20,C0071013020
72,13,20,C0072013020
73,13,20,C0073013020
74,13,20,C0074013020
75,13,20,C0075013020
76,13,20,C0076013020
77,13,20,C0077013020
78,13,20,C0078013020
79,13,20,C0079013020
80,13,20,C0080013020
81,13,20,C0081013020
82,13,20,C0082013020
83,13,20,C0083013020
84,13,20,C0084013020
85,13,20,C0085013020
86,13,20,C0086013020
87,13,20,C0087013020
88,13,20,C0088013020
89,13,20,C0089013020
90,13,20,C0090013020
91,13,20,C0091013020
92,13,20,C0092013020
93,13,20,C0093013020
94,13,20,C0094013020
95,13,20,C0095013020
96,13,20,C0096013020
97,13,20,C0097013020
98,13,20,C0098013020
99,13,20,C0099013020
100,13,20,C0100013020
101,13,20,C0101013020
102,13,20,C0102013020
103,13,20,C0103013020
104,13,20,C0104013020
105,13,20,C0105013020
106,13,20,C0106013020
107,13,20,C0107013020
108,13,20,C0108013020
109,13,20,C0109013020
110,13,20,C0110013020
111,13,20,C0111013020
112,13,20,C0112013020
113,13,20,C0113013020
114,13,20,C0114013020
115,13,20,C0115013020
116,13,20,C0116013020
117,13,20,C0117013020
118,13,20,C0118013020
119,13,20,C0119013020
120,13,20,C0120013020
121,13,20,C0121013020
122,13,20,C0122013020
123,13,20,C0123013020
124,13,20,C0124013020
125,13,20,C0125013020
126,13,20,C0126013020
127,13,20,C0127013020
128,13,20,C0128013020
129,13,20,C0129013020
130,13,20,C0130013020
131,13,20,C0131013020
132,13,20,C0132013020
133,13,20,C0133013020
134,13,20,C0134013020
135,13,20,C0135013020
136,13,20,C0136013020
137,13,20,C0137013020
138,13,20,C0138013020
139,13,20,C0139013020
140,13,20,C0140013020
1,14,10,C0001014010
2,14,10,C0002014010
3,14,10,C0003014010
4,14,10,C0004014010
5,14,10,C0005014010
6,14,10,C0006014010
7,14,10,C0007014010
8,14,10,C0008014010
9,14,10,C0009014010
10,14,10,C0010014010
11,14,10,C0011014010
12,14,10,C0012014010
13,14,10,C0013014010
14,14,10,C0014014010
15,14,10,C0015014010
16,14,10,C0016014010
17,14,10,C0017014010
18,14,10,C0018014010
19,14,10,C0019014010
20,14,10,C0020014010
21,14,10,C0021014010
22,14,10,C0022014010
23,14,10,C0023014010
24,14,10,C0024014010
25,14,10,C0025014010
26,14,10,C0026014010
27,14,10,C0027014010
28,14,10,C0028014010
29,14,10,C0029014010
30,14,10,C0030014010
31,14,10,C0031014010
32,14,10,C0032014010
33,14,10,C0033014010
34,14,10,C0034014010
35,14,10,C0035014010
36,14,10,C0036014010
37,14,10,C0037014010
38,14,10,C0038014010
39,14,10,C0039014010
40,14,10,C0040014010
41,14,10,C0041014010
42,14,10,C0042014010
43,14,10,C0043014010
44,14,10,C0044014010
45,14,10,C0045014010
46,14,10,C0046014010
47,14,10,C0047014010
48,14,10,C0048014010
49,14,10,C0049014010
50,14,10,C0050014010
51,14,10,C0051014010
52,14,10,C0052014010
53,14,10,C0053014010
54,14,10,C0054014010
55,14,10,C0055014010
56,14,10,C0056014010
57,14,10,C0057014010
58,14,10,C0058014010
59,14,10,C0059014010
60,14,10,C0060014010
61,14,10,C0061014010
62,14,10,C0062014010
63,14,10,C0063014010
64,14,10,C0064014010
65,14,10,C0065014010
66,14,10,C0066014010
67,14,10,C0067014010
68,14,10,C0068014010
69,14,10,C0069014010
70,14,10,C0070014010
71,14,10,C0071014010
72,14,10,C0072014010
73,14,10,C0073014010
74,14,10,C0074014010
75,14,10,C0075014010
76,14,10,C0076014010
77,14,10,C0077014010
78,14,10,C0078014010
79,14,10,C0079014010
80,14,10,C0080014010
81,14,10,C0081014010
82,14,10,C0082014010
83,14,10,C0083014010
84,14,10,C0084014010
85,14,10,C0085014010
86,14,10,C0086014010
87,14,10,C0087014010
88,14,10,C0088014010
89,14,10,C0089014010
90,14,10,C0090014010
91,14,10,C0091014010
92,14,10,C0092014010
93,14,10,C0093014010
94,14,10,C0094014010
95,14,10,C0095014010
96,14,10,C0096014010
97,14,10,C0097014010
98,14,10,C0098014010
99,14,10,C0099014010
100,14,10,C0100014010
101,14,10,C0101014010
102,14,10,C0102014010
103,14,10,C0103014010
104,14,10,C0104014010
105,14,10,C0105014010
106,14,10,C0106014010
107,14,10,C0107014010
108,14,10,C0108014010
109,14,10,C0109014010
110,14,10,C0110014010
111,14,10,C0111014010
112,14,10,C0112014010
113,14,10,C0113014010
114,14,10,C0114014010
115,14,10,C0115014010
116,14,10,C0116014010
117,14,10,C0117014010
118,14,10,C0118014010
119,14,10,C0119014010
120,14,10,C0120014010
121,14,10,C0121014010
122,14,10,C0122014010
123,14,10,C0123014010
124,14,10,C0124014010
125,14,10,C0125014010
126,14,10,C0126014010
127,14,10,C0127014010
128,14,10,C0128014010
129,14,10,C0129014010
130,14,10,C0130014010
131,14,10,C0131014010
132,14,10,C0132014010
133,14,10,C0133014010
134,14,10,C0134014010
135,14,10,C0135014010
136,14,10,C0136014010
137,14,10,C0137014010
138,14,10,C0138014010
139,14,10,C0139014010
140,14,10,C0140014010
1,14,20,C0001014020
2,14,20,C0002014020
3,14,20,C0003014020
4,14,20,C0004014020
5,14,20,C0005014020
6,14,20,C0006014020
7,14,20,C0007014020
8,14,20,C0008014020
9,14,20,C0009014020
10,14,20,C0010014020
11,14,20,C0011014020
12,14,20,C0012014020
13,14,20,C0013014020
14,14,20,C0014014020
15,14,20,C0015014020
16,14,20,C0016014020
17,14,20,C0017014020
18,14,20,C0018014020
19,14,20,C0019014020
20,14,20,C0020014020
21,14,20,C0021014020
22,14,20,C0022014020
23,14,20,C0023014020
24,14,20,C0024014020
25,14,20,C0025014020
26,14,20,C0026014020
27,14,20,C0027014020
28,14,20,C0028014020
29,14,20,C0029014020
30,14,20,C0030014020
31,14,20,C0031014020
32,14,20,C0032014020
33,14,20,C0033014020
34,14,20,C0034014020
35,14,20,C0035014020
36,14,20,C0036014020
37,14,20,C0037014020
38,14,20,C0038014020
39,14,20,C0039014020
40,14,20,C0040014020
41,14,20,C0041014020
42,14,20,C0042014020
43,14,20,C0043014020
44,14,20,C0044014020
45,14,20,C0045014020
46,14,20,C0046014020
47,14,20,C0047014020
48,14,20,C0048014020
49,14,20,C0049014020
50,14,20,C0050014020
51,14,20,C0051014020
52,14,20,C0052014020
53,14,20,C0053014020
54,14,20,C0054014020
55,14,20,C0055014020
56,14,20,C0056014020
57,14,20,C0057014020
58,14,20,C0058014020
59,14,20,C0059014020
60,14,20,C0060014020
61,14,20,C0061014020
62,14,20,C0062014020
63,14,20,C0063014020
64,14,20,C0064014020
65,14,20,C0065014020
66,14,20,C0066014020
67,14,20,C0067014020
68,14,20,C0068014020
69,14,20,C0069014020
70,14,20,C0070014020
71,14,20,C0071014020
72,14,20,C0072014020
73,14,20,C0073014020
74,14,20,C0074014020
75,14,20,C0075014020
76,14,20,C0076014020
77,14,20,C0077014020
78,14,20,C0078014020
79,14,20,C0079014020
80,14,20,C0080014020
81,14,20,C0081014020
82,14,20,C0082014020
83,14,20,C0083014020
84,14,20,C0084014020
85,14,20,C0085014020
86,14,20,C0086014020
87,14,20,C0087014020
88,14,20,C0088014020
89,14,20,C0089014020
90,14,20,C0090014020
91,14,20,C0091014020
92,14,20,C0092014020
93,14,20,C0093014020
94,14,20,C0094014020
95,14,20,C0095014020
96,14,20,C0096014020
97,14,20,C0097014020
98,14,20,C0098014020
99,14,20,C0099014020
100,14,20,C0100014020
101,14,20,C0101014020
102,14,20,C0102014020
103,14,20,C0103014020
104,14,20,C0104014020
105,14,20,C0105014020
106,14,20,C0106014020
107,14,20,C0107014020
108,14,20,C0108014020
109,14,20,C0109014020
110,14,20,C0110014020
111,14,20,C0111014020
112,14,20,C0112014020
113,14,20,C0113014020
114,14,20,C0114014020
115,14,20,C0115014020
116,14,20,C0116014020
117,14,20,C0117014020
118,14,20,C0118014020
119,14,20,C0119014020
120,14,20,C0120014020
121,14,20,C0121014020
122,14,20,C0122014020
123,14,20,C0123014020
124,14,20,C0124014020
125,14,20,C0125014020
126,14,20,C0126014020
127,14,20,C0127014020
128,14,20,C0128014020
129,14,20,C0129014020
130,14,20,C0130014020
131,14,20,C0131014020
132,14,20,C0132014020
133,14,20,C0133014020
134,14,20,C0134014020
135,14,20,C0135014020
136,14,20,C0136014020
137,14,20,C0137014020
138,14,20,C0138014020
139,14,20,C0139014020
140,14,20,C0140014020
1,15,10,C0001015010
2,15,10,C0002015010
3,15,10,C0003015010
4,15,10,C0004015010
5,15,10,C0005015010
6,15,10,C0006015010
7,15,10,C0007015010
8,15,10,C0008015010
9,15,10,C0009015010
10,15,10,C0010015010
11,15,10,C0011015010
12,15,10,C0012015010
13,15,10,C0013015010
14,15,10,C0014015010
15,15,10,C0015015010
16,15,10,C0016015010
17,15,10,C0017015010
18,15,10,C0018015010
19,15,10,C0019015010
20,15,10,C0020015010
21,15,10,C0021015010
22,15,10,C0022015010
23,15,10,C0023015010
24,15,10,C0024015010
25,15,10,C0025015010
26,15,10,C0026015010
27,15,10,C0027015010
28,15,10,C0028015010
29,15,10,C0029015010
30,15,10,C0030015010
31,15,10,C0031015010
32,15,10,C0032015010
33,15,10,C0033015010
34,15,10,C0034015010
35,15,10,C0035015010
36,15,10,C0036015010
37,15,10,C0037015010
38,15,10,C0038015010
39,15,10,C0039015010
40,15,10,C0040015010
41,15,10,C0041015010
42,15,10,C0042015010
43,15,10,C0043015010
44,15,10,C0044015010
45,15,10,C0045015010
46,15,10,C0046015010
47,15,10,C0047015010
48,15,10,C0048015010
49,15,10,C0049015010
50,15,10,C0050015010
51,15,10,C0051015010
52,15,10,C0052015010
53,15,10,C0053015010
54,15,10,C0054015010
55,15,10,C0055015010
56,15,10,C0056015010
57,15,10,C0057015010
58,15,10,C0058015010
59,15,10,C0059015010
60,15,10,C0060015010
61,15,10,C0061015010
62,15,10,C0062015010
63,15,10,C0063015010
64,15,10,C0064015010
65,15,10,C0065015010
66,15,10,C0066015010
67,15,10,C0067015010
68,15,10,C0068015010
69,15,10,C0069015010
70,15,10,C0070015010
71,15,10,C0071015010
72,15,10,C0072015010
73,15,10,C0073015010
74,15,10,C0074015010
75,15,10,C0075015010
76,15,10,C0076015010
77,15,10,C0077015010
78,15,10,C0078015010
79,15,10,C0079015010
80,15,10,C0080015010
81,15,10,C0081015010
82,15,10,C0082015010
83,15,10,C0083015010
84,15,10,C0084015010
85,15,10,C0085015010
86,15,10,C0086015010
87,15,10,C0087015010
88,15,10,C0088015010
89,15,10,C0089015010
90,15,10,C0090015010
91,15,10,C0091015010
92,15,10,C0092015010
93,15,10,C0093015010
94,15,10,C0094015010
95,15,10,C0095015010
96,15,10,C0096015010
97,15,10,C0097015010
98,15,10,C0098015010
99,15,10,C0099015010
100,15,10,C0100015010
101,15,10,C0101015010
102,15,10,C0102015010
103,15,10,C0103015010
104,15,10,C0104015010
105,15,10,C0105015010
106,15,10,C0106015010
107,15,10,C0107015010
108,15,10,C0108015010
109,15,10,C0109015010
110,15,10,C0110015010
111,15,10,C0111015010
112,15,10,C0112015010
113,15,10,C0113015010
114,15,10,C0114015010
115,15,10,C0115015010
116,15,10,C0116015010
117,15,10,C0117015010
118,15,10,C0118015010
119,15,10,C0119015010
120,15,10,C0120015010
121,15,10,C0121015010
122,15,10,C0122015010
123,15,10,C0123015010
124,15,10,C0124015010
125,15,10,C0125015010
126,15,10,C0126015010
127,15,10,C0127015010
128,15,10,C0128015010
129,15,10,C0129015010
130,15,10,C0130015010
131,15,10,C0131015010
132,15,10,C0132015010
133,15,10,C0133015010
134,15,10,C0134015010
135,15,10,C0135015010
136,15,10,C0136015010
137,15,10,C0137015010
138,15,10,C0138015010
139,15,10,C0139015010
140,15,10,C0140015010
1,15,20,C0001015020
2,15,20,C0002015020
3,15,20,C0003015020
4,15,20,C0004015020
5,15,20,C0005015020
6,15,20,C0006015020
7,15,20,C0007015020
8,15,20,C0008015020
9,15,20,C0009015020
10,15,20,C0010015020
11,15,20,C0011015020
12,15,20,C0012015020
13,15,20,C0013015020
14,15,20,C0014015020
15,15,20,C0015015020
16,15,20,C0016015020
17,15,20,C0017015020
18,15,20,C0018015020
19,15,20,C0019015020
20,15,20,C0020015020
21,15,20,C0021015020
22,15,20,C0022015020
23,15,20,C0023015020
24,15,20,C0024015020
25,15,20,C0025015020
26,15,20,C0026015020
27,15,20,C0027015020
28,15,20,C0028015020
29,15,20,C0029015020
30,15,20,C0030015020
31,15,20,C0031015020
32,15,20,C0032015020
33,15,20,C0033015020
34,15,20,C0034015020
35,15,20,C0035015020
36,15,20,C0036015020
37,15,20,C0037015020
38,15,20,C0038015020
39,15,20,C0039015020
40,15,20,C0040015020
41,15,20,C0041015020
42,15,20,C0042015020
43,15,20,C0043015020
44,15,20,C0044015020
45,15,20,C0045015020
46,15,20,C0046015020
47,15,20,C0047015020
48,15,20,C0048015020
49,15,20,C0049015020
50,15,20,C0050015020
51,15,20,C0051015020
52,15,20,C0052015020
53,15,20,C0053015020
54,15,20,C0054015020
55,15,20,C0055015020
56,15,20,C0056015020
57,15,20,C0057015020
58,15,20,C0058015020
59,15,20,C0059015020
60,15,20,C0060015020
61,15,20,C0061015020
62,15,20,C0062015020
63,15,20,C0063015020
64,15,20,C0064015020
65,15,20,C0065015020
66,15,20,C0066015020
67,15,20,C0067015020
68,15,20,C0068015020
69,15,20,C0069015020
70,15,20,C0070015020
71,15,20,C0071015020
72,15,20,C0072015020
73,15,20,C0073015020
74,15,20,C0074015020
75,15,20,C0075015020
76,15,20,C0076015020
77,15,20,C0077015020
78,15,20,C0078015020
79,15,20,C0079015020
80,15,20,C0080015020
81,15,20,C0081015020
82,15,20,C0082015020
83,15,20,C0083015020
84,15,20,C0084015020
85,15,20,C0085015020
86,15,20,C0086015020
87,15,20,C0087015020
88,15,20,C0088015020
89,15,20,C0089015020
90,15,20,C0090015020
91,15,20,C0091015020
92,15,20,C0092015020
93,15,20,C0093015020
94,15,20,C0094015020
95,15,20,C0095015020
96,15,20,C0096015020
97,15,20,C0097015020
98,15,20,C0098015020
99,15,20,C0099015020
100,15,20,C0100015020
101,15,20,C0101015020
102,15,20,C0102015020
103,15,20,C0103015020
104,15,20,C0104015020
105,15,20,C0105015020
106,15,20,C0106015020
107,15,20,C0107015020
108,15,20,C0108015020
109,15,20,C0109015020
110,15,20,C0110015020
111,15,20,C0111015020
112,15,20,C0112015020
113,15,20,C0113015020
114,15,20,C0114015020
115,15,20,C0115015020
116,15,20,C0116015020
117,15,20,C0117015020
118,15,20,C0118015020
119,15,20,C0119015020
120,15,20,C0120015020
121,15,20,C0121015020
122,15,20,C0122015020
123,15,20,C0123015020
124,15,20,C0124015020
125,15,20,C0125015020
126,15,20,C0126015020
127,15,20,C0127015020
128,15,20,C0128015020
129,15,20,C0129015020
130,15,20,C0130015020
131,15,20,C0131015020
132,15,20,C0132015020
133,15,20,C0133015020
134,15,20,C0134015020
135,15,20,C0135015020
136,15,20,C0136015020
137,15,20,C0137015020
138,15,20,C0138015020
139,15,20,C0139015020
140,15,20,C0140015020
1,16,10,C0001016010
2,16,10,C0002016010
3,16,10,C0003016010
4,16,10,C0004016010
5,16,10,C0005016010
6,16,10,C0006016010
7,16,10,C0007016010
8,16,10,C0008016010
9,16,10,C0009016010
10,16,10,C0010016010
11,16,10,C0011016010
12,16,10,C0012016010
13,16,10,C0013016010
14,16,10,C0014016010
15,16,10,C0015016010
16,16,10,C0016016010
17,16,10,C0017016010
18,16,10,C0018016010
19,16,10,C0019016010
20,16,10,C0020016010
21,16,10,C0021016010
22,16,10,C0022016010
23,16,10,C0023016010
24,16,10,C0024016010
25,16,10,C0025016010
26,16,10,C0026016010
27,16,10,C0027016010
28,16,10,C0028016010
29,16,10,C0029016010
30,16,10,C0030016010
31,16,10,C0031016010
32,16,10,C0032016010
33,16,10,C0033016010
34,16,10,C0034016010
35,16,10,C0035016010
36,16,10,C0036016010
37,16,10,C0037016010
38,16,10,C0038016010
39,16,10,C0039016010
40,16,10,C0040016010
41,16,10,C0041016010
42,16,10,C0042016010
43,16,10,C0043016010
44,16,10,C0044016010
45,16,10,C0045016010
46,16,10,C0046016010
47,16,10,C0047016010
48,16,10,C0048016010
49,16,10,C0049016010
50,16,10,C0050016010
51,16,10,C0051016010
52,16,10,C0052016010
53,16,10,C0053016010
54,16,10,C0054016010
55,16,10,C0055016010
56,16,10,C0056016010
57,16,10,C0057016010
58,16,10,C0058016010
59,16,10,C0059016010
60,16,10,C0060016010
61,16,10,C0061016010
62,16,10,C0062016010
63,16,10,C0063016010
64,16,10,C0064016010
65,16,10,C0065016010
66,16,10,C0066016010
67,16,10,C0067016010
68,16,10,C0068016010
69,16,10,C0069016010
70,16,10,C0070016010
71,16,10,C0071016010
72,16,10,C0072016010
73,16,10,C0073016010
74,16,10,C0074016010
75,16,10,C0075016010
76,16,10,C0076016010
77,16,10,C0077016010
78,16,10,C0078016010
79,16,10,C0079016010
80,16,10,C0080016010
81,16,10,C0081016010
82,16,10,C0082016010
83,16,10,C0083016010
84,16,10,C0084016010
85,16,10,C0085016010
86,16,10,C0086016010
87,16,10,C0087016010
88,16,10,C0088016010
89,16,10,C0089016010
90,16,10,C0090016010
91,16,10,C0091016010
92,16,10,C0092016010
93,16,10,C0093016010
94,16,10,C0094016010
95,16,10,C0095016010
96,16,10,C0096016010
97,16,10,C0097016010
98,16,10,C0098016010
99,16,10,C0099016010
100,16,10,C0100016010
101,16,10,C0101016010
102,16,10,C0102016010
103,16,10,C0103016010
104,16,10,C0104016010
105,16,10,C0105016010
106,16,10,C0106016010
107,16,10,C0107016010
108,16,10,C0108016010
109,16,10,C0109016010
110,16,10,C0110016010
111,16,10,C0111016010
112,16,10,C0112016010
113,16,10,C0113016010
114,16,10,C0114016010
115,16,10,C0115016010
116,16,10,C0116016010
117,16,10,C0117016010
118,16,10,C0118016010
119,16,10,C0119016010
120,16,10,C0120016010
121,16,10,C0121016010
122,16,10,C0122016010
123,16,10,C0123016010
124,16,10,C0124016010
125,16,10,C0125016010
126,16,10,C0126016010
127,16,10,C0127016010
128,16,10,C0128016010
129,16,10,C0129016010
130,16,10,C0130016010
131,16,10,C0131016010
132,16,10,C0132016010
133,16,10,C0133016010
134,16,10,C0134016010
135,16,10,C0135016010
136,16,10,C0136016010
137,16,10,C0137016010
138,16,10,C0138016010
139,16,10,C0139016010
